text,Legal(LG),Functional(F),LookandFeel(LF),Privacy(PR),Reliability(RL),Recoverability(RC),Audit(AU),Maintenance(MT),Operational(OP),Security(SC),OtherFunctional(OT),Usability(US),AccessControl(AC),PerformanceandScalability(PS),Availability(AV)
encrypt and decrypt electronic health information in accordance with the standard specified in  170210a1 unless the secretary determines that the use of such algorithm would pose a significant security risk for certified ehr technology,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
encrypt and decrypt electronic health information when exchanged in accordance with the standard specified in  170210a2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
record disclosures made for treatment payment and health care operations in accordance with the standard specified in  170210d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
enable a user to electronically record store retrieve and modify at a minimum the following order types,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically generate and transmit prescriptions and prescriptionrelated information in accordance with,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record modify and retrieve patient demographic data including preferred language gender race ethnicity and date of birth,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable race and ethnicity to be recorded in accordance with the standard specified at  170207f,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
enable a user to electronically generate a patient reminder list for preventive or followup care according to patient preferences based on at a minimum the data elements included in,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
implement automated electronic clinical decision support rules in addition to drugdrug and drugallergy contraindication checking based on the data elements included in problem list medication list demographics and laboratory test results,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
automatically and electronically generate and indicate in realtime notifications and care suggestions based upon clinical decision support rules,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to create an electronic copy of a patients clinical information including at a minimum diagnostic test results problem list medication list and medication allergy list in,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to provide patients with online access to their clinical information including at a minimum lab test results problem list medication list and medication allergy list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to provide clinical summaries to patients for each office visit that include at a minimum diagnostic test results problem list medication list and medication allergy list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
electronically receive and display a patients summary record from other providers and organizations including at a minimum diagnostic tests results problem list medication list and medication allergy list in accordance with the standard and applicable implementation specifications specified in  170205a1 or  170205a2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
upon receipt of a patient summary record formatted according to the alternative standard display it in human readable format,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically transmit a patient summary record to other providers and organizations including at a minimum diagnostic test results problem list medication list and medication allergy list in accordance with,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
j calculate and submit clinical quality measures 1 calculate i electronically calculate all of the core clinical measures specified by cms for eligible professionals,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ii electronically calculate at a minimum three clinical quality measures specified by cms for eligible professionals in addition to those clinical quality measures specified in paragraph 1i,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically submit calculated clinical quality measures in accordance with the standard and implementation specifications specified in  170205f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record store retrieve and modify at a minimum the following order types,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record modify and retrieve patient demographic data including preferred language gender race ethnicity date of birth and date and preliminary cause of death in the event of mortality,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable race and ethnicity to be recorded in accordance with the standard specified at  170207f,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
implement automated electronic clinical decision support rules in addition to drugdrug and drugallergy contraindication checking based on the data elements included in problem list medication list demographics and laboratory test results,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
automatically and electronically generate and indicate in realtime notifications and care suggestions based upon clinical decision support rules,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1 enable a user to create an electronic copy of a patients clinical information including at a minimum diagnostic test results problem list medication list medication allergy list and procedures,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2 enable a user to create an electronic copy of a patients discharge summary in human readable format and on electronic media or through some other electronic means,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to create an electronic copy of the discharge instructions for a patient in human readable format at the time of discharge on electronic media or through some other electronic means,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
electronically receive and display a patients summary record from other providers and organizations including at a minimum diagnostic test results problem list medication list medication allergy list and procedures in accordance with the standard and applicable implementation specifications specified in  170205a1 or  170205a2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
upon receipt of a patient summary record formatted according to the alternative standard display it in human readable format,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically transmit a patients summary record to other providers and organizations including at a minimum diagnostic results problem list medication list medication allergy list and procedures in accordance with,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
electronically record modify retrieve and submit reportable clinical lab results in accordance with the standard and applicable implementation specifications specified in  170205c and at a minimum the version of the standard specified in  170207c,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record whether a patient has an advance directive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
electronically calculate all of the clinical quality measures specified by cms for eligible hospitals and critical access hospitals,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically submit calculated clinical quality measures in accordance with the standard and implementation specifications specified in  170205f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record change and access the following order types at a minimum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
before a medication order is completed and acted upon during computerized provider order entry cpoe interventions must automatically and electronically indicate to a user drugdrug and drugallergy contraindications based on a patients medication list and medication allergy list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a enable the severity level of interventions provided for drugdrug interaction checks to be adjusted,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b limit the ability to adjust severity levels to an identified set of users or available as a system administrative function,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i enable a user to electronically record change and access patient demographic data including preferred language sex race ethnicity and date of birth,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a enable race and ethnicity to be recorded in accordance with the standard specified in  170207f and whether a patient declines to specify race possibly and possibly ethnicity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
b enable preferred language to be recorded in accordance with the standard specified in  170207g and whether a patient declines to specify a preferred language,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
enable a user to electronically record change and access preliminary cause of death in the event of a mortality,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record change and access at a minimum a patients height or length weight and blood pressure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
height or length weight and blood pressure must be recorded in numerical values only,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ii calculate body mass index,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
automatically calculate and electronically display body mass index based on a patients height and weight,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
plot and electronically display upon request growth charts for patients,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record change and access a patients active problem list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record change and access a patients active medication list as well as medication history,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record change and access a patients active medication allergy list as well as medication allergy history,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a limited set of identified users to select ie activate one or more electronic clinical decision support interventions in addition to drugdrug and drugallergy contraindication checking based on each one and at least one combination of the following data,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ii linked referential clinical decision support,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 1  electronically identify for a user diagnostic and therapeutic reference information or,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 2  electronically identify for a user diagnostic and therapeutic reference information in accordance with the standard specified at  170204b and the implementation specifications at  170204 b1 or 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b for paragraph a8iia of this section ehr technology must be able to electronically identify for a user diagnostic or therapeutic reference information based on each one and at least one combination of the data referenced in paragraphs a8ia through f of this section,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a enable interventions and reference resources specified in paragraphs a8i and ii of this section to be configured by a limited set of identified users eg system administrator based on a users role,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b ehr technology must enable interventions to be electronically triggered,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 2  when a patients medications medication allergies and problems are incorporated from a transition of care or referral summary received pursuant to paragraph b1iii of this section,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
when a patients laboratory tests and values or results are incorporated pursuant to paragraph b5ia 1  of this section,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
interventions triggered in accordance with paragraphs a8i through iii of this section must automatically and electronically occur when a user is interacting with ehr technology,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to review the attributes as indicated for all clinical decision support resources,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 1  bibliographic citation of the intervention clinical research or guideline,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 3  funding source of the intervention development technical implementation and,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 4  release and if applicable revision dates of the intervention or reference source,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b for linked referential clinical decision support in paragraph a8ii of this section and drugdrug drugallergy interaction checks in paragrapha2 of this section the developer of the intervention and where clinically indicated the bibliographic citation of the intervention clinical research or guideline,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record change access and search electronic notes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ehr technology must automatically and electronically check whether a drug formulary or preferred drug list exists for a given patient and medication,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record change and access the smoking status of a patient in accordance with the standard specified at  170207h,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
electronically indicate to a user the availability of a patients images and narrative interpretations relating to the radiographic or other diagnostic tests and enable electronic access to such images and narrative interpretations,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
